reward
-35.3561536229
1314.29138719
4364.2450543
4772.15484386
10513.3103497
80.8272186923
4256.25926455
7331.00724881
7632.76859152
7736.22106366
8041.7593022
10623.6985707
9429.54522353
9426.92276539
8126.50175928
9323.50552957
8123.12388655
9216.25511833
9627.11846031
11612.0369145
