reward,steps
-74.9659621273,199
-54.3570419196,199
3468.18444027,166
3094.82116361,170
-58,199
-54.8969718165,199
-52,199
-47.7894794478,199
-40.9691547535,199
-55,199
-37.6889195873,199
-46,199
-58,199
-40.5622714492,199
-52,199
-64,199
-42.9922481099,199
-36.9652138899,199
-42.2936661774,199
-52.9058711904,199
