reward,steps
11.1298582415,199
14.0600869856,199
23.00184928,199
24.5537583271,199
49.8260503833,199
59.9539715964,199
59.5127778901,199
33.5575342662,199
63.4766661501,199
22.9572629638,199
45.7390894317,199
31.7817311031,199
34.43267311,199
33.8568491047,199
32.7042008051,199
33.3661055683,199
33.1073612222,199
36.270458907,199
47.7510680268,199
30.8334009455,199
34.3810957307,199
59.1321628125,184
22.145933139,199
22.5340735883,199
29.3073386901,199
22.5654557581,199
33.2168525323,199
33.2252930961,199
23.6882001919,199
33.7379515204,199
34.1517388603,199
24.030313702,199
52.0881298589,199
29.6889486236,199
34.4426490185,199
33.3826723579,199
44.8631900042,199
56.2476273062,199
59.3769761826,196
74.8152754934,188
42.6443847734,150
34.8253838038,199
33.9118964173,199
33.3310908496,199
33.7902380795,199
23.2139889636,199
34.0675917274,199
23.6779381458,199
23.7255030866,199
23.1453392881,199
