reward
-45.3654464023
-14.2291221885
-50.1815890904
-31.1957353663
-1.39505728087
-6.99619414353
-46.9354636134
-15.2581402126
-15.4671680881
-23.7400238277
-3.64840397208
7831.09437306
3577.62172988
8738.93648967
173.039867864
11513.3626294
11319.7197935
4570.524384
163.841869757
-34.558289126
