reward
-85.169071422
-30.3397075877
-50.0869961238
-24.2390489159
-24.2220423026
-25.5475647661
-20.0569050447
-10.384729272
-15.4114572874
-24.6909003744
-12.5694207966
9391.95138399
4197.90635843
9743.56202121
10827.9796299
8268.32072409
4570.98287499
7333.64800564
4158.1671731
3160.01797564
