reward
-41.6846605065
-23.6310645297
-41.9063976549
-31.2654611833
-24.5751309121
-22.4674281347
-31.957177383
-24.1657935434
1.51962044257
-20.4938873558
-17.9479237787
6629.39990797
11122.1255289
10336.7291326
5099.03403907
5284.08331019
11024.4396933
11122.7239665
11122.8263509
8634.62683238
